Country,Year,KWH,CO2
Anguilla,2005,590819978.58,149128341.48234004
Anguilla,2006,674509570.7,170629765.39556
Anguilla,2007,731109579.98,183914937.00014
Anguilla,2008,737856807.2,185559816.02182
Anguilla,2009,729870332.22,183091596.99474
Anguilla,2010,756050898.64,189196138.66166
Anguilla,2011,714850870.4000001,178863828.60764003
Anguilla,2012,698106419.9200001,174453812.71154
Anguilla,2013,684070299.0999999,170874362.95536
Anguilla,2014,691598081.78,172735472.54798
Antarctic Fisheries,1990,800278418.0,215354922.2838
Antarctic Fisheries,1991,836111780.0,224997679.998
Antarctic Fisheries,1992,836111780.0,224997679.998
Antarctic Fisheries,1993,836111780.0,224997679.998
Antarctic Fisheries,1994,836111780.0,224997679.998
Antarctic Fisheries,1995,860000688.0,231426185.1408
Antarctic Fisheries,1996,860000688.0,231426185.1408
Antarctic Fisheries,1997,860000688.0,231426185.1408
Antarctic Fisheries,1998,860000688.0,231426185.1408
Antarctic Fisheries,1999,860000688.0,231426185.1408
Antarctic Fisheries,2000,871945142.0,234640437.71220002
Antarctic Fisheries,2001,895834050.0,241068942.85500002
Antarctic Fisheries,2002,895834050.0,241068942.85500002
Antarctic Fisheries,2003,895834050.0,241068942.85500002
Antarctic Fisheries,2004,907778504.0,244283195.4264
Antarctic Fisheries,2005,907778504.0,244283195.4264
Antarctic Fisheries,2006,907778504.0,244283195.4264
Antarctic Fisheries,2007,919722958.0,247497447.9978
Antigua and Barbuda,1990,12400397928.999998,3487486564.1460795
Antigua and Barbuda,1991,12374536797.999998,3480553517.6885357
Antigua and Barbuda,1992,12363592343.999998,3477589265.117136
Antigua and Barbuda,1993,12413703494.399998,3490362052.9131355
Antigua and Barbuda,1994,12464759089.199999,3503353451.907136
Antigua and Barbuda,1995,12490259108.799997,3509780956.905136
Antigua and Barbuda,1996,12565981378.799997,3529082219.762136
Antigua and Barbuda,1997,12667620335.399998,3554757015.2957354
Antigua and Barbuda,1998,12727564814.999998,3570910047.8003755
Antigua and Barbuda,1999,12802592640.8,3589715359.2935038
Antigua and Barbuda,2000,12866814902.4,3605644327.374448
Antigua and Barbuda,2001,12884875448.4,3608461324.8030477
Antigua and Barbuda,2002,2469149871.2,630532757.981104
Antigua and Barbuda,2003,2617483300.0,668169103.4101601
Antigua and Barbuda,2004,2715640255.4,693505052.346416
Antigua and Barbuda,2005,2781056950.4,709067581.1395439
Antigua and Barbuda,2006,2880584787.0,733279478.371272
Antigua and Barbuda,2007,3032345990.4,772330790.533368
Antigua and Barbuda,2008,3102771037.4600005,790039629.640696
Antigua and Barbuda,2009,3260054469.9,829521388.7489265
Antigua and Barbuda,2010,3154709941.5,803374188.721672
Antigua and Barbuda,2011,3139327814.06,799331637.9813905
Antigua and Barbuda,2012,3219683429.1,820310301.2318641
Antigua and Barbuda,2013,3223683429.1,821100301.2318641
Antigua and Barbuda,2014,3282950135.9800005,836219055.1961921
Argentina,1990,40982883572473.93,12365133229735.984
Argentina,1991,4352150957127.665,1204972230578.1147
Argentina,1992,4369755100800.049,1208551873044.925
Argentina,1993,41470088856475.34,12556728299563.732
Argentina,1994,4347940626911.3174,1204019844612.2202
Argentina,1995,5459586409248.55,1392075430873.5085
Argentina,1996,4943021819036.854,1386172078077.8743
Argentina,1997,13575823183462.326,3162466061247.813
Argentina,1998,12210207092169.158,2892681609006.2046
Argentina,1999,13045883838371.578,3133951286133.5737
Argentina,2000,13052811874554.383,3133958210928.534
Argentina,2001,5651756549881.816,1571443078709.1135
Argentina,2002,5665295472170.524,1578355496658.6382
Argentina,2003,5539724743329.02,1516498080853.2024
Argentina,2004,5622772395888.403,1532888010817.7705
Argentina,2005,41692052137798.48,12754813736978.648
Argentina,2006,4729026917063.401,1275745852970.6506
Argentina,2007,11348204545260.078,2891921749946.5835
Argentina,2008,11426690012042.736,2866205602763.4746
Argentina,2009,5274012720975.67,1430916526189.5605
Argentina,2010,5351394939455.85,1449982541229.04
Argentina,2011,5479851179638.584,1482983039865.434
Argentina,2012,5537491322576.427,1496452243242.3987
Argentina,2013,5508464886987.466,1486727536772.2183
Argentina,2014,43231333065991.85,13473047402454.566
Armenia,1992,39161254453.75,8061369388.387698
Armenia,1993,43958009079.521996,4555901210.418304
Armenia,1994,21422318494.944004,4116073648.477911
Armenia,1995,47082062776.64,5399621958.683212
Armenia,1996,21706571171.806,3945299127.403383
Armenia,1997,1984930984485.3179,401398950651.0811
Armenia,1998,1961711128418.4338,400554819960.43054
Armenia,1999,1961766536381.1592,400610005802.4814
Armenia,2000,1964274399315.406,401265968069.8696
Armenia,2001,1963343148559.507,401067247708.2757
Armenia,2002,23291260406.282,4445660185.24741
Armenia,2003,24963839183.782,4818999169.790653
Armenia,2004,27037407003.30525,5156692647.583706
Armenia,2005,2460632897435.5015,540324868222.91437
Armenia,2006,31604661751.635654,6135839271.64946
Armenia,2007,1921683153335.1514,392406886539.5044
Armenia,2008,3672820596245.8545,954288944879.5446
Armenia,2009,47448820987.66682,12344622087.85078
Armenia,2010,50814418102.61479,13462324514.659904
Armenia,2011,59819732393.78804,15948121540.295914
Armenia,2012,64545338020.15387,16958953632.213856
Armenia,2013,57085543997.02299,14345881388.193611
Armenia,2014,2807262975601.2944,894169008825.3109
Aruba,1990,90843897571.25479,25861635848.24106
Aruba,1991,91199667827.293,25953175330.564697
Aruba,1992,91238285662.14279,25962909016.6053
Aruba,1993,91887380973.86322,26124434665.826862
Aruba,1994,7477298863.895999,2030524741.379003
Aruba,1995,7838040511.111401,2123581499.0169256
Aruba,1996,7972859430.683801,2158582691.542083
Aruba,1997,8232500443.7218,2227396984.0783653
Aruba,1998,8541818979.4636,2307662080.039403
Aruba,1999,8723338983.924,2354292995.092033
Aruba,2000,274653405596.5362,74012775867.78476
Aruba,2001,274703991710.045,74026883873.96747
Aruba,2002,274893207186.0492,74075747431.59299
Aruba,2003,275403520137.2948,74216962841.68839
Aruba,2004,275650502358.35596,74284194986.43695
Aruba,2005,276116437768.03735,74407301694.92267
Aruba,2006,285079159849.036,76965427696.64194
Aruba,2007,286641889562.2588,77362827570.41672
Aruba,2008,264552194804.97177,71081853992.21503
Aruba,2009,264487812452.9771,71057386991.1263
Aruba,2010,260956799378.63483,70060220584.54826
Aruba,2011,260760540795.98358,70013199027.27402
Aruba,2012,169700815236.26138,47246506592.94195
Aruba,2013,140377929539.85538,39907485661.739334
Aruba,2014,140432779093.095,39923425777.85409
Australia,1990,5111050792584733.0,1671277011221436.5
Australia,1991,4075366752594528.0,1334508290414587.2
Australia,1992,4075443757493701.0,1334524695479682.5
Australia,1993,5651044250740803.0,1848034021785771.2
Australia,1994,4252585216040353.0,1392527397275616.2
Australia,1995,183888440188205.44,59943294327358.836
Australia,1996,183742841537237.97,59971126118587.33
Australia,1997,2637218757379301.5,859924171532052.5
Australia,1998,924957408217703.1,300865667188562.75
Australia,1999,24580220104160.3,5943365452849.203
Australia,2000,24867671213635.715,6041228348643.768
Australia,2001,8880329447673.613,2659719370659.1514
Australia,2002,8944960375319.871,2683601094097.44
Australia,2003,8961564682202.3,2692082244817.8994
Australia,2004,9142226786294.58,2747062353607.7056
Australia,2005,520548853680488.8,167096691034465.3
Australia,2006,8931108327343.762,2705457451415.093
Australia,2007,469167600268948.6,152262292753965.8
Australia,2008,695660472542822.6,224364956979231.75
Australia,2009,10411283667485.473,3130802349696.9194
Australia,2010,11475298611138.328,3458060583908.4043
Australia,2011,12313678552188.432,3676155016916.896
Australia,2012,12548911616988.576,3756353166125.6587
Australia,2013,13098613696404.055,3927888682222.7524
Australia,2014,1.4786747434131598e+16,4837761087888304.0
Austria,1990,2587042130035.696,750497670403.5454
Austria,1991,661432966264.8306,182349458746.81177
Austria,1992,642122001272.3055,175760136422.89786
Austria,1993,2541834455183.4844,729988268684.5397
Austria,1994,862145725519.6516,246036628238.5465
Austria,1995,920685212109.0876,217928849376.02158
Austria,1996,802088250986.5768,224654744510.86563
Austria,1997,2443757887354.9272,721632686284.6156
Austria,1998,893452156445.5204,236155654563.09036
Austria,1999,828529130039.1372,215045215875.16595
Austria,2000,818301799447.4904,210846526880.0603
Austria,2001,694242302418.565,188448214908.09213
Austria,2002,691444970352.0988,186483568774.247
Austria,2003,719898021398.7798,196317647625.129
Austria,2004,733247781692.0038,198802123779.22287
Austria,2005,2247064444908.809,641695472732.775
Austria,2006,759002383544.8472,205139584457.43527
Austria,2007,835296872614.6693,223390923666.26593
Austria,2008,992474881870.8772,228327804158.7573
Austria,2009,772129626970.6427,209237818799.04343
Austria,2010,836363788718.7749,229053179398.51514
Austria,2011,826887621178.9266,225541872806.20688
Austria,2012,848854146940.405,230441497533.27377
Austria,2013,808642668707.9119,222732130127.1292
Austria,2014,2073198746519.0747,635906046102.817
Azerbaijan,1992,2154519066416.506,599607780864.9088
Azerbaijan,1993,2147059004140.9402,588932864096.1422
Azerbaijan,1994,2087992894676.49,583985524997.3729
Azerbaijan,1995,2105052451982.368,579131232986.987
Azerbaijan,1996,2038020250689.6362,572654881030.1143
Azerbaijan,1997,11813068143355.193,2565611287029.7437
Azerbaijan,1998,11779244086446.053,2567347190914.8394
Azerbaijan,1999,11772707718643.057,2565671893008.303
Azerbaijan,2000,11778628750742.074,2567176921823.6143
Azerbaijan,2001,11470082910559.613,3262559477026.1245
Azerbaijan,2002,11470006772494.604,3262482695595.0713
Azerbaijan,2003,11480151776020.545,3264716212249.5425
Azerbaijan,2004,11493974271809.55,3267611126709.933
Azerbaijan,2005,25974132562122.625,6211019686545.872
Azerbaijan,2006,11418025685674.605,3244448739209.4604
Azerbaijan,2007,25957082829274.1,6216886541264.95
Azerbaijan,2008,26101803720170.023,6237425994869.8
Azerbaijan,2009,11542602175234.58,3267989984503.466
Azerbaijan,2010,11582649724139.977,3276462663047.6636
Azerbaijan,2011,11633963945588.256,3291741174141.142
Azerbaijan,2012,11649797100949.607,3295062528592.711
Azerbaijan,2013,11675526911243.506,3300652956061.003
Azerbaijan,2014,23865906701210.89,5795886106375.961
Bahamas,1990,46176048291.6,12923744868.774199
Bahamas,1991,39912904244.2,11133518965.510197
Bahamas,1992,36397178925.399994,10124847728.1428
Bahamas,1993,35011787480.509995,9730168515.195024
Bahamas,1994,34078839435.530003,9455961370.423275
Bahamas,1995,32176587879.329998,8904375449.788675
Bahamas,1996,29917419359.730003,8256259449.690077
Bahamas,1997,26830976532.0,7363437014.515602
Bahamas,1998,24394696649.999996,6649206133.1616
Bahamas,1999,21821455560.600002,5901680559.439601
Bahamas,2000,19740159340.399998,5295242829.842001
Bahamas,2001,17693410389.82,4705675637.682951
Bahamas,2002,16166741982.193,4265097767.0578175
Bahamas,2003,15377237854.316,4049526060.31099
Bahamas,2004,14153084781.8032,3699091849.136998
Bahamas,2005,14130292205.92111,3657727504.690445
Bahamas,2006,13885827097.86027,3578708950.174978
Bahamas,2007,13912394790.730556,3564527340.0087304
Bahamas,2008,13255908549.625319,3359815915.3038335
Bahamas,2009,11874424631.30007,3001487930.009096
Bahamas,2010,12157047200.86778,3103197785.045156
Bahamas,2011,12633268076.677462,3230074243.126065
Bahamas,2012,13504593845.284182,3464776819.100597
Bahamas,2013,18027562409.345,4666377786.4552555
Bahamas,2014,14768973391.555,3786512695.819308
Bahrain,1990,2224971509977.9863,475941613442.9643
Bahrain,1991,593418178570.9199,158431808427.46603
Bahrain,1992,603077123274.14,160893273530.75635
Bahrain,1993,2312163645714.166,509416869362.7109
Bahrain,1994,606361432875.4358,160760517223.6281
Bahrain,1995,615310538240.1898,162797721064.32812
Bahrain,1996,626682609425.3641,165639040315.55933
Bahrain,1997,2102911172079.2063,466899101799.00433
Bahrain,1998,2103515763394.3462,467070478790.854
Bahrain,1999,2004685658320.486,438758094695.9752
Bahrain,2000,2001070607829.4058,437776414143.5781
Bahrain,2001,464482596155.8696,120346519328.8411
Bahrain,2002,467195748545.49554,120926722811.7532
Bahrain,2003,473239030864.42004,122420658706.72304
Bahrain,2004,480549662516.1768,124075293632.16647
Bahrain,2005,1371497216968.0645,305765378419.8469
Bahrain,2006,483138112666.20105,123785589680.59717
Bahrain,2007,1390014707679.534,309512640129.6833
Bahrain,2008,1378156402368.5757,306814769840.6301
Bahrain,2009,2245779996529.4414,621344089877.5807
Bahrain,2010,2252967995331.4805,622990158306.5244
Bahrain,2011,2246353466890.547,621407517605.3097
Bahrain,2012,2265140378234.8984,625874160462.759
Bahrain,2013,2287541928354.9385,630041757316.2795
Bahrain,2014,2249879158891.554,483914169441.1027
Bangladesh,1990,13675419799324.76,4061526007419.787
Bangladesh,1991,510191257082.86694,185138177728.98587
Bangladesh,1992,523135061204.324,188639382959.63046
Bangladesh,1993,13801763433612.414,4090009723162.107
Bangladesh,1994,525871999021.74805,188739564799.5739
Bangladesh,1995,543656048513.104,193326513723.2699
Bangladesh,1996,541088927500.33606,193114078160.08566
Bangladesh,1997,4354608043831.256,1107177567151.2905
Bangladesh,1998,4347467242560.0825,1103389543791.1616
Bangladesh,1999,4398601141002.27,1118149728081.6377
Bangladesh,2000,4406503549607.405,1120762106686.332
Bangladesh,2001,4441126911785.94,1130595624048.2769
Bangladesh,2002,4444797907374.263,1131501816367.4722
Bangladesh,2003,1451937833842.5637,520787423733.2886
Bangladesh,2004,1466586270071.597,523907773919.0171
Bangladesh,2005,5263614273058.744,1163630851508.9543
Bangladesh,2006,700502280577.328,232122908782.24557
Bangladesh,2007,4786921010700.554,1066618085666.4916
Bangladesh,2008,6651267639834.112,1739533272035.294
Bangladesh,2009,747667371226.8898,241805602492.0
Bangladesh,2010,783455334011.324,249669076901.14218
Bangladesh,2011,797086079825.666,252823691344.71893
Bangladesh,2012,821961479229.176,258695399375.24677
Bangladesh,2013,837169750883.062,261871297579.7057
Bangladesh,2014,29664271369256.344,9421966949467.932
Barbados,1990,18252905461.2876,4929626570.811246
Barbados,1991,18837372299.469597,5091626274.788407
Barbados,1992,18158226076.368397,4928501107.254853
Barbados,1993,18366273051.110996,4993271685.640581
Barbados,1994,18050101860.6718,4891603445.727758
Barbados,1995,18381929261.1918,4970542490.190773
Barbados,1996,18747097743.03,5057227620.8328495
Barbados,1997,19405182988.8702,5225307868.258403
Barbados,1998,19601455738.94,5286685500.1403675
Barbados,1999,20010690247.549603,5371727251.247174
Barbados,2000,20135627296.25926,5399627964.332176
Barbados,2001,19955587684.82264,5374172042.085141
Barbados,2002,19818598170.11424,5341619582.917173
Barbados,2003,19894020518.622612,5357927092.131862
Barbados,2004,19981682326.991837,5377152395.315497
Barbados,2005,20202152235.911503,5424389684.074243
Barbados,2006,14382964033.770891,3758538339.825406
Barbados,2007,13132523835.475119,3287796653.3261285
Barbados,2008,12899477669.142714,3321195255.4638476
Barbados,2009,13499133916.982779,3503241051.5348887
Barbados,2010,14128971723.885967,3687442348.0283923
Barbados,2011,15485051819.87432,4107440025.5350738
Barbados,2012,15113148211.160213,4007609123.7898126
Barbados,2013,14917698860.258091,3976751368.4477515
Barbados,2014,10452802951.17068,2674468838.626295
Belarus,1992,1129411673605.3474,301470315859.32574
Belarus,1993,1049453673369.1256,278457295646.31836
Belarus,1994,983809769602.8844,264607254063.00552
Belarus,1995,884339770542.6298,235867570405.7979
Belarus,1996,893208568631.1545,240546037282.5044
Belarus,1997,5695468630445.833,2068387841534.575
Belarus,1998,5673896875865.698,2065096280830.5132
Belarus,1999,5678729803899.796,2066092151306.499
Belarus,2000,5706094076526.498,2074137590441.8855
Belarus,2001,5712991442328.221,2076382400255.0925
Belarus,2002,5735807337235.458,2082596504102.36
Belarus,2003,874287729975.5226,232627678261.9081
Belarus,2004,923825756290.6466,244461704448.4341
Belarus,2005,12391859993971.623,3515802717402.5728
Belarus,2006,979968737259.851,260430994431.79257
Belarus,2007,976931735011.3739,259820446519.59793
Belarus,2008,12819371156711.605,3653397168750.948
Belarus,2009,943877467291.2173,253323094763.95215
Belarus,2010,950881019064.1912,252067534259.13513
Belarus,2011,989574167454.0353,264756539278.21423
Belarus,2012,1030316687247.0236,276680078965.3667
Belarus,2013,990391316783.2168,264631267283.0922
Belarus,2014,6831079903539.262,2176105065162.2422
Belgium,1990,18342109600846.914,5937109292814.276
Belgium,1991,1311975223511.0144,355238099486.06287
Belgium,1992,1303674732122.1462,351320450956.7166
Belgium,1993,1265205465365.2263,338450236286.1881
Belgium,1994,1276894475502.9707,340663203857.9295
Belgium,1995,1275327671838.2852,340540385132.8443
Belgium,1996,1370942594474.896,364512106420.01984
Belgium,1997,1390272699313.7815,368358216738.02026
Belgium,1998,1445158598329.2974,382911776422.6985
Belgium,1999,1419972636590.5105,373170751870.6882
Belgium,2000,1491790704394.5874,393926048099.61163
Belgium,2001,1578217461279.2024,418842288817.183
Belgium,2002,1680469214459.5967,442778169046.9509
Belgium,2003,1640728435497.1997,431821848420.1562
Belgium,2004,1633213171836.465,429905282960.61
Belgium,2005,1550202796116.1038,407508089153.7163
Belgium,2006,1517570310931.5425,398930746862.3007
Belgium,2007,1550062141438.716,407129278660.6019
Belgium,2008,1554357033890.8313,408646342299.0645
Belgium,2009,1511750917807.4329,390662381569.00464
Belgium,2010,1555351218777.93,401953886094.8366
Belgium,2011,1488950190450.0923,386614288053.60095
Belgium,2012,1476195354031.1514,389158154614.1964
Belgium,2013,1475390402097.6187,388494920065.7721
Belgium,2014,34811897645111.84,11307574397139.414
Belize,1990,3680593888.0099998,968685552.296795
Belize,1991,4150748752.1199994,1078051269.543456
Belize,1992,3918140440.5199995,1036671278.123336
Belize,1993,4019769896.3099995,1048396555.6605082
Belize,1994,4051313581.01,1057056105.4486336
Belize,1995,4058428746.96,1043058466.845884
Belize,1996,3825942999.8199997,979250671.8378875
Belize,1997,6315767759.7699995,1114510567.5919662
Belize,1998,4290468468.1599994,1082149184.5412784
Belize,1999,4227761461.5499997,1060823112.0259906
Belize,2000,4499893597.004444,1125728668.6976767
Belize,2001,4504298457.550004,1150837928.508598
Belize,2002,4489568291.0214615,1142778946.2559962
Belize,2003,4505944630.226933,1159965094.108502
Belize,2004,4463132510.39551,1126934907.163437
Belize,2005,5429565812.854979,1172829817.9204273
Belize,2006,7036988179.671471,1574637086.904102
Belize,2007,17195691258.833336,4510901371.2330475
Belize,2008,16958050416.656893,4463279196.418953
Belize,2009,16193382182.765924,4505418365.388632
Belize,2010,16696270331.639309,4593359236.105145
Belize,2011,17016891150.197826,4652490774.248032
Belize,2012,16633823959.511984,4542409595.650938
Belize,2013,16724436926.82005,4573726592.161414
Belize,2014,7852391666.4866085,2052828094.4361105
Benin,1990,119459182585.29413,42478276020.754654
Benin,1991,133696693248.78865,46742268765.8919
Benin,1992,135967210945.95692,47595066899.67186
Benin,1993,141157705482.17145,48599977588.12606
Benin,1994,141339010018.25784,49512120365.37389
Benin,1995,156001879343.46515,52480835722.00301
Benin,1996,147943149637.18756,52046182963.20947
Benin,1997,159763959526.67685,53901687031.55954
Benin,1998,158786926348.7168,53495925155.942505
Benin,1999,135350082018.92485,45659430661.43158
Benin,2000,139771541152.4391,43325192689.84692
Benin,2001,145121515632.66693,45047516486.12612
Benin,2002,171428030807.17337,51049267949.244736
Benin,2003,107318992100.65375,38805360650.93599
Benin,2004,111654682301.09383,40248008930.296745
Benin,2005,125907957390.43,43201516710.90199
Benin,2006,122739948875.5858,44458152964.1585
Benin,2007,139025738559.54852,48469449403.372795
Benin,2008,146217125490.27563,50237233476.385315
Benin,2009,136080822992.29456,49093439232.36378
Benin,2010,141555121768.96692,50916053876.755554
Benin,2011,133499433027.95604,48913755451.924385
Benin,2012,137636133339.2576,50382963622.79053
Benin,2013,142354213418.3155,52004878399.002426
Benin,2014,171791718297.30902,59758370671.39024
Bermuda,1990,2832782849.2,709487602.995712
Bermuda,1991,3050530780.4,760942362.475712
Bermuda,1992,2697808267.2,667078953.186824
Bermuda,1993,3015780742.2,755179808.879008
Bermuda,1994,3007780723.0,751740165.65352
Bermuda,1995,3004342275.7999997,752027604.43516
Bermuda,1996,2999564485.3999996,751279374.0828
Bermuda,1997,2991786695.0,749711143.7304401
Bermuda,1998,2975130015.0,746946955.961536
Bermuda,1999,2986214334.7999997,749441969.032904
Bermuda,2000,3072103237.9999995,769123559.7017281
Bermuda,2001,3125166817.6,783590486.2345521
Bermuda,2002,3322831576.8,833410916.8708321
Bermuda,2003,3328343569.9999995,835615378.063112
Bermuda,2004,3421496412.6999993,862326317.199848
Bermuda,2005,3590243737.12,905893981.201512
Bermuda,2006,3954766227.7599998,1002303349.2605041
Bermuda,2007,4660860407.154,1191814294.2222042
Bermuda,2008,4481826957.782,1143646767.5983639
Bermuda,2009,3977715331.6696,998609051.8940883
Bermuda,2010,4236245604.0947127,1072968554.4951618
Bermuda,2011,3482781854.1588674,874553641.3862072
Bermuda,2012,4004505364.812304,1011424395.279414
Bermuda,2013,3427847851.4095163,867113175.3317008
Bermuda,2014,3698239120.0097036,930362062.4925276
Bhutan,1990,45378625637.18199,17057719863.433205
Bhutan,1991,45544023435.36599,17121579878.597464
Bhutan,1992,45904209537.184,17245406692.70026
Bhutan,1993,46012342697.66999,17238886757.45792
Bhutan,1994,46198564457.09799,17300674237.550495
Bhutan,1995,46392457523.850006,17388083972.01557
Bhutan,1996,47163539326.41001,17548130001.833378
Bhutan,1997,47674298562.41,17793823647.164173
Bhutan,1998,48682282648.16201,18200160493.125458
Bhutan,1999,49550621913.01401,18537243540.050137
Bhutan,2000,50485561152.95999,18892676099.941196
Bhutan,2001,51585409498.784004,19214334499.39986
Bhutan,2002,52547318311.54201,19528749796.20838
Bhutan,2003,53469423487.870995,19770253064.779774
Bhutan,2004,53791025705.226,19972269640.002113
Bhutan,2005,318359721019.3887,25303373390.090553
Bhutan,2006,58028728090.813995,20770152906.102287
Bhutan,2007,61036744152.91601,21162740406.150745
Bhutan,2008,325375808386.966,26386302584.3102
Bhutan,2009,62688694947.347984,21646494567.475483
Bhutan,2010,64402360019.850006,22132323985.668762
Bhutan,2011,65277776446.384,22521832189.18864
Bhutan,2012,65711696155.84599,22761369650.938564
Bhutan,2013,67064994912.01598,22985272033.92623
Bhutan,2014,67053972948.44998,23222274583.061714
Bolivia (Plur. State of),1990,1619376272716.056,359476188814.48145
Bolivia (Plur. State of),1991,310750262175.4441,84392619223.92642
Bolivia (Plur. State of),1992,313115554057.76605,84948120369.00151
Bolivia (Plur. State of),1993,1740713762808.51,353315050969.5528
Bolivia (Plur. State of),1994,317846597511.74994,86099683716.34508
Bolivia (Plur. State of),1995,1744984827466.856,354438810445.66583
Bolivia (Plur. State of),1996,320785239627.12195,86898089988.27054
Bolivia (Plur. State of),1997,1841561729052.478,363847756475.9362
Bolivia (Plur. State of),1998,1668428774508.654,360673420836.7119
Bolivia (Plur. State of),1999,1690039300060.0737,366843991767.8215
Bolivia (Plur. State of),2000,1689538196978.9138,366715635704.27277
Bolivia (Plur. State of),2001,830584783696.0135,231346178938.7708
Bolivia (Plur. State of),2002,851235862585.5753,235491700611.7473
Bolivia (Plur. State of),2003,866357879686.955,238751060448.20847
Bolivia (Plur. State of),2004,897897616331.8876,245232562174.25412
Bolivia (Plur. State of),2005,8946198687349.408,1856383828745.8406
Bolivia (Plur. State of),2006,898373634351.2858,243870043055.51562
Bolivia (Plur. State of),2007,8922588499391.092,1882088817600.3765
Bolivia (Plur. State of),2008,8592156242624.11,1781622422548.1953
Bolivia (Plur. State of),2009,860505025128.5303,233509196395.87994
Bolivia (Plur. State of),2010,887193533488.0548,239109198415.37158
Bolivia (Plur. State of),2011,904341869594.5933,242874161430.59778
Bolivia (Plur. State of),2012,935144651215.6401,249398113968.89575
Bolivia (Plur. State of),2013,963964148534.9452,255291382778.99005
Bolivia (Plur. State of),2014,3408702211505.8896,725712870912.1683
"Bonaire, St Eustatius, Saba",2012,3942434747.9199996,1084321531.3140295
"Bonaire, St Eustatius, Saba",2013,4050179275.92,1113994017.4656885
"Bonaire, St Eustatius, Saba",2014,4050179275.92,1113994017.4656885
Bosnia and Herzegovina,1992,78144946218.20001,22963045930.45256
Bosnia and Herzegovina,1993,85005646839.76001,19484172920.84774
Bosnia and Herzegovina,1994,20569683009.654,4747559672.330242
Bosnia and Herzegovina,1995,43790366463.34,5493624209.233635
Bosnia and Herzegovina,1996,27048085679.673996,5946819251.8240385
Bosnia and Herzegovina,1997,80718282409.60799,15475645766.357994
Bosnia and Herzegovina,1998,61581983923.212,17648013345.77697
Bosnia and Herzegovina,1999,61733325574.94,17377966796.996094
Bosnia and Herzegovina,2000,88618300066.75198,24551517802.224743
Bosnia and Herzegovina,2001,88185800191.03401,24453449750.920902
Bosnia and Herzegovina,2002,90863006688.5,25470974198.228184
Bosnia and Herzegovina,2003,95785788376.25801,27111723575.574657
Bosnia and Herzegovina,2004,95655084932.178,26737569000.641327
Bosnia and Herzegovina,2005,169578843451.78,29304132500.216526
Bosnia and Herzegovina,2006,105509638235.968,29771499935.494743
Bosnia and Herzegovina,2007,103842950579.76999,29602832682.538216
Bosnia and Herzegovina,2008,13290895929899.07,4326003590006.1616
Bosnia and Herzegovina,2009,124734190466.54,35096686393.25319
Bosnia and Herzegovina,2010,128622321607.37,35873979149.59145
Bosnia and Herzegovina,2011,135967367281.616,39028930702.073975
Bosnia and Herzegovina,2012,252013711456.36603,72148777891.41699
Bosnia and Herzegovina,2013,252324321386.656,71470774219.38326
Bosnia and Herzegovina,2014,20798077689481.25,6805767528990.896
Botswana,1990,871098995931914.0,285284940521508.4
Botswana,1991,18443926361.608,6052695485.143416
Botswana,1992,19967528248.846,6512834750.317235
Botswana,1993,871100540256852.5,285285347440988.75
Botswana,1994,20372110608.194,6621019307.762618
Botswana,1995,20556782624.755997,6686574544.272988
Botswana,1996,19145864861.44,6246654377.529114
Botswana,1997,1729503404771013.5,566412346268561.1
Botswana,1998,1670978950760698.2,547245479010826.06
Botswana,1999,21345983823.393997,6798225019.616021
Botswana,2000,23700474095.036,7551158109.279616
Botswana,2001,24212521605.828,7675288172.851268
Botswana,2002,24774554813.269993,7847846462.233051
Botswana,2003,24226661295.27,7648932073.617351
Botswana,2004,24504904730.803997,7784943295.966723
Botswana,2005,348666949790.848,113911215103.55917
Botswana,2006,31650650143.18,10036028395.061861
Botswana,2007,349809311627.98004,114198619643.96251
Botswana,2008,351000479298.06,114529242280.21951
Botswana,2009,29677103424.096203,9356323078.96213
Botswana,2010,33789982038.739998,10672972658.95595
Botswana,2011,31336594907.195198,9862015057.220657
Botswana,2012,41380945303.7136,13130837866.946283
Botswana,2013,42880113906.588005,13512868386.086077
Botswana,2014,172948756075243.22,56639964256874.4
Brazil,1990,139183026798363.61,44285476067495.66
Brazil,1991,9408349429295.229,2712890870192.9883
Brazil,1992,9458521443238.201,2723378725717.8657
Brazil,1993,141361042357039.4,44870936099879.17
Brazil,1994,9749747141743.627,2791028172365.7715
Brazil,1995,25314095081491.457,6775717389236.036
Brazil,1996,9997999975047.818,2850018869463.742
Brazil,1997,149479079389245.53,47081962541775.945
Brazil,1998,18848828028071.527,5130880730922.55
Brazil,1999,19675931934594.92,5368085902952.403
Brazil,2000,19723928804231.69,5393004836784.212
Brazil,2001,19517855687681.2,5517188605109.326
Brazil,2002,19632451369357.36,5543133458954.507
Brazil,2003,19830205270099.035,5600042321845.916
Brazil,2004,20068677714314.367,5670074546020.342
Brazil,2005,274079852769782.16,82392864012891.7
Brazil,2006,23062228600583.914,6507964813731.159
Brazil,2007,55794946389193.18,16682815909117.664
Brazil,2008,173239333591188.53,49386292491073.375
Brazil,2009,21813124850078.77,6076759183876.814
Brazil,2010,26900620673431.766,7512703276689.624
Brazil,2011,28913223351444.152,8092531329750.102
Brazil,2012,29084997530039.96,8131173923247.039
Brazil,2013,29253864793763.23,8155747232927.106
Brazil,2014,150531510103839.12,47438212652474.22
British Virgin Islands,1990,329976321.48,84301834.3362
